Molecule_ChemBL_ID,Canonical Smiles,Molecular Weight,#RO5 Violations,AlogP,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Ring Systems 2 [idcode]
CHEMBL449804,CCOc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,307.27,0,4.77,IC50,'=',47,nM,7.33,gFp@DiTt@@@
CHEMBL451153,COc1ccc(CO)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,323.27,0,3.87,IC50,'=',216,nM,6.67,gFp@DiTt@@@
CHEMBL469334,COc1cc(C)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,307.27,0,4.69,IC50,'=',299,nM,6.52,gFp@DiTt@@@
CHEMBL511145,Cc1ccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c(O)c1,293.24,0,4.38,IC50,'=',354,nM,6.45,gFp@DiTt@@@
CHEMBL512837,COc1ccc(C)cc1Oc1ccc(C#N)c(C(F)(F)F)c1,307.27,0,4.69,IC50,'=',482,nM,6.32,gFp@DiTt@@@
CHEMBL1802077,COc1ccccc1C(=O)/C=C/c1ccccc1[N+](=O)[O-],283.28,0,3.5,IC50,'=',750,nM,6.12,gFp@DiTt@@@
CHEMBL399887,N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F,294.28,0,4.04,IC50,'=',60,nM,7.22,gFp@DiTt@@@
CHEMBL458506,N#Cc1ccc([C@@H]2CCCC[C@@H]2O)cc1C(F)(F)F,269.27,0,3.6,IC50,'=',1599,nM,5.8,gFp@DiTt@@@
CHEMBL503575,COc1cc(-c2ccccc2O)ccc1C#N,225.25,0,2.94,IC50,'=',37,nM,7.43,gFp@DiTt@@@
CHEMBL503575,COc1cc(-c2ccccc2O)ccc1C#N,225.25,0,2.94,IC50,'=',20.1,nM,7.7,gFp@DiTt@@@
CHEMBL4740742,N#Cc1ccc(NC(=O)CS(=O)(=O)c2ccc(F)cc2)cc1C(F)(F)F,386.33,0,3.13,IC50,'=',248,nM,6.61,gFp@DiTt@@@
CHEMBL2159731,N#Cc1ccc(C2=NOC3CCCC23)c(C(F)(F)F)c1,280.25,0,3.48,IC50,'=',446.68,nM,6.35,gFp@DiTt@@@
CHEMBL3410856,Cc1c(N2C3CCC2CC(C)(O)C3)ccc(C#N)c1Cl,290.79,0,3.4,IC50,'=',2.11,nM,8.68,gFp@DiTt@@@
CHEMBL4857366,C[C@](O)(Cn1cncn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,339.28,0,1.56,IC50,'=',1091,nM,5.96,gFp@DiTt@@@
CHEMBL469380,COc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,293.24,0,4.38,IC50,'=',83,nM,7.08,gFp@DiTt@@@
CHEMBL2159549,Fc1ccc(C2=NOC3CCCCCCC23)cc1C(F)(F)F,315.31,0,4.92,IC50,'=',2818.38,nM,5.55,gFp@DiTt@@@
CHEMBL2159547,O=[N+]([O-])c1ccc(C2=NOC3CCCCCCC23)cc1C(F)(F)F,342.32,0,4.69,IC50,'=',707.95,nM,6.15,gFp@DiTt@@@
CHEMBL2159544,Fc1ccc(C2=NOC3CCCCCC23)c(C(F)(F)F)c1,301.28,0,4.53,IC50,'=',660.69,nM,6.18,gFp@DiTt@@@
CHEMBL1802077,COc1ccccc1C(=O)/C=C/c1ccccc1[N+](=O)[O-],283.28,0,3.5,IC50,'=',600,nM,6.22,gFp@DiTt@@@
CHEMBL469983,COc1cccc(F)c1Oc1ccc(C#N)c(C(F)(F)F)c1,311.23,0,4.52,IC50,'=',42,nM,7.38,gFp@DiTt@@@
CHEMBL469334,COc1cc(C)ccc1Oc1ccc(C#N)c(C(F)(F)F)c1,307.27,0,4.69,IC50,'=',69,nM,7.16,gFp@DiTt@@@
CHEMBL399887,N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F,294.28,0,4.04,IC50,'=',12,nM,7.92,gFp@DiTt@@@
CHEMBL449804,CCOc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,307.27,0,4.77,IC50,'=',120,nM,6.92,gFp@DiTt@@@
CHEMBL469380,COc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,293.24,0,4.38,IC50,'=',72,nM,7.14,gFp@DiTt@@@
CHEMBL2159567,N#Cc1ccc(C2=NOC3CCCCC23)c(C(F)(F)F)c1,294.28,0,3.87,IC50,'=',1778.28,nM,5.75,gFp@DiTt@@@
CHEMBL2159563,O=[N+]([O-])c1ccc(C2=NOC3CCCC23)c(C(F)(F)F)c1,300.24,0,3.52,IC50,'=',269.15,nM,6.57,gFp@DiTt@@@
CHEMBL2159730,N#Cc1ccc(C2=NO[C@@H]3CCC[C@H]23)cc1C(F)(F)F,280.25,0,3.48,IC50,'=',223.87,nM,6.65,gFp@DiTt@@@
CHEMBL2159570,O=[N+]([O-])c1ccc(C2=NO[C@@H]3CCCC[C@H]23)c(C(F)(F)F)c1,314.26,0,3.91,IC50,'=',128.82,nM,6.89,gFp@DiTt@@@
CHEMBL2159568,N#Cc1cccc(C2=NOC3CCCCC23)c1C(F)(F)F,294.28,0,3.87,IC50,'=',64.57,nM,7.19,gFp@DiTt@@@
CHEMBL2159550,Fc1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1,315.31,0,4.92,IC50,'=',13182.57,nM,4.88,gFp@DiTt@@@
CHEMBL2159564,Fc1ccc(C2=NOC3CCCC23)cc1C(F)(F)F,273.23,0,3.75,IC50,'=',1479.11,nM,5.83,gFp@DiTt@@@
CHEMBL238340,COCCOCCOc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,365.35,0,4.29,IC50,'=',8140,nM,5.09,gFp@DiTt@@@
CHEMBL394392,N#Cc1ccc(-c2c(O)cccc2O)cc1C(F)(F)F,279.22,0,3.66,IC50,'=',989,nM,6,gFp@DiTt@@@
CHEMBL235601,Cc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1,261.25,0,4.55,IC50,'=',1900,nM,5.72,gFp@DiTt@@@
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,0,3.21,IC50,'=',1000,nM,6,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',470,nM,6.33,gFp@DiTt@@@
CHEMBL5075240,O=S(=O)(Nc1ccc(OCc2ccccc2)cc1)c1ccc(F)cc1,357.41,0,4.21,IC50,'=',2270,nM,5.64,gFp@DiTt@@@
CHEMBL5074175,O=S(=O)(Nc1ccc(OCc2ccccc2)cc1)c1ccccc1,339.42,0,4.07,IC50,'=',110,nM,6.96,gFp@DiTt@@@
CHEMBL238338,N#Cc1ccc(-c2ccccc2OCCO)cc1C(F)(F)F,307.27,0,3.62,IC50,'=',1540,nM,5.81,gFp@DiTt@@@
CHEMBL235784,COC(=O)COc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,335.28,0,3.8,IC50,'=',1310,nM,5.88,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',173,nM,6.76,gFp@DiTt@@@
CHEMBL1822155,COc1ccc(C2Nc3cccc4cccc(c34)N2)cc1O,292.34,0,4.09,IC50,'=',34400,nM,4.46,gFp@DiTt@@@
CHEMBL4778550,CCOC(=O)c1ccc(NC(=O)c2cccc(S(=O)(=O)N3CCCc4ccccc43)c2)s1,470.57,0,4.32,IC50,'=',2030,nM,5.69,gFp@DiTt@@@
CHEMBL367364,O=C1[C@@H]2C3CCC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,309.29,0,3.24,IC50,'=',12,nM,7.92,gFp@DiTt@@@
CHEMBL3262343,CC(C)(O)c1cn(-c2ccc(Cl)c(C(F)(F)F)c2)nn1,305.69,0,3.17,IC50,'=',49000,nM,4.31,gFp@DiTt@@@
CHEMBL3410852,N#Cc1ccc(N2C3CCC2CC(=O)C3)cc1C(F)(F)F,294.28,0,3.28,IC50,'=',66,nM,7.18,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',725,nM,6.14,gFp@DiTt@@@
CHEMBL1210909,C[C@]12CN(O)C[C@](C)(O1)[C@@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@@H]12,395.34,0,1.94,IC50,'=',1280,nM,5.89,gFp@DiTt@@@
CHEMBL391548,N#Cc1ccc(-c2ccccc2O)cc1C(F)(F)F,263.22,0,3.95,IC50,'=',39.9,nM,7.4,gFp@DiTt@@@
CHEMBL182186,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])cc1,284.27,0,1.91,IC50,'=',179,nM,6.75,gFp@DiTt@@@
CHEMBL178469,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,307.27,0,3.02,IC50,'=',410,nM,6.39,gFp@DiTt@@@
CHEMBL182412,O=C1[C@@H]2C3C=CC(CC3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,321.3,0,3.41,IC50,'=',196,nM,6.71,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',330,nM,6.48,gFp@DiTt@@@
CHEMBL490955,Cc1ccccc1Oc1ccc(C#N)cc1Cl,243.69,0,4.31,IC50,'=',64,nM,7.19,gFp@DiTt@@@
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21,0,3.21,IC50,'=',580,nM,6.24,gFp@DiTt@@@
CHEMBL1946812,CC1(C)CN(CCO)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1,342.32,0,2.19,IC50,'=',263,nM,6.58,gFp@DiTt@@@
CHEMBL63560,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',490,nM,6.31,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',173,nM,6.76,gFp@DiTt@@@
CHEMBL2159729,N#Cc1ccc(C2=NO[C@H]3CCC[C@@H]23)cc1C(F)(F)F,280.25,0,3.48,IC50,'=',616.6,nM,6.21,gFp@DiTt@@@
CHEMBL42710,C=CCc1ccc(O)c(OC)c1,164.2,0,2.13,IC50,'=',19000,nM,4.72,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',170,nM,6.77,gFp@DiTt@@@
CHEMBL491,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,292.21,0,2.32,IC50,'=',26,nM,7.58,gFp@DiTt@@@
CHEMBL3410851,CC1(O)C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,310.32,0,3.46,IC50,'=',29.3,nM,7.53,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',86.9,nM,7.06,gFp@DiTt@@@
CHEMBL403669,CC12CCC(C)(O1)[C@H]1C(=O)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)[C@H]12,364.32,0,3.02,IC50,'=',7,nM,8.15,gFp@DiTt@@@
CHEMBL2159544,Fc1ccc(C2=NOC3CCCCCC23)c(C(F)(F)F)c1,301.28,0,4.53,IC50,'=',812.83,nM,6.09,gFp@DiTt@@@
CHEMBL2159541,O=[N+]([O-])c1ccc(C2=NO[C@@H]3CCCCC[C@H]23)c(C(F)(F)F)c1,328.29,0,4.3,IC50,'=',309.03,nM,6.51,gFp@DiTt@@@
CHEMBL2159540,O=[N+]([O-])c1ccc(C2=NOC3CCCCCC23)cc1C(F)(F)F,328.29,0,4.3,IC50,'=',104.71,nM,6.98,gFp@DiTt@@@
CHEMBL2159561,N#Cc1ccc(C2=NOC3CCCCCC23)cc1C(F)(F)F,308.3,0,4.26,IC50,'=',43.65,nM,7.36,gFp@DiTt@@@
CHEMBL42710,C=CCc1ccc(O)c(OC)c1,164.2,0,2.13,IC50,'=',19054.61,nM,4.72,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',200,nM,6.7,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',400,nM,6.4,gFp@DiTt@@@
CHEMBL471645,N#Cc1ccc(Oc2ccccc2O)cc1C(F)(F)F,279.22,0,4.07,IC50,'=',34,nM,7.47,gFp@DiTt@@@
CHEMBL491,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,292.21,0,2.32,IC50,'=',26,nM,7.58,gFp@DiTt@@@
CHEMBL2159566,N#Cc1ccc(C2=NOC3CCCCC23)cc1C(F)(F)F,294.28,0,3.87,IC50,'=',27.54,nM,7.56,gFp@DiTt@@@
CHEMBL2159562,O=[N+]([O-])c1ccc(C2=NO[C@@H]3CCC[C@H]23)cc1C(F)(F)F,300.24,0,3.52,IC50,'=',302,nM,6.52,gFp@DiTt@@@
CHEMBL4586748,C[C@](O)(Cn1ccc2cc([N+](=O)[O-])ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,432.36,0,3.83,IC50,'=',88,nM,7.06,gFp@DiTt@@@
CHEMBL182993,O=C1[C@@H]2C3C=CC([C@H]4C[C@@H]34)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,333.31,0,3.26,IC50,'=',30,nM,7.52,gFp@DiTt@@@
CHEMBL182993,O=C1[C@@H]2C3C=CC([C@H]4C[C@@H]34)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,333.31,0,3.26,IC50,'=',148,nM,6.83,gFp@DiTt@@@
CHEMBL146858,CC1(C)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O,297.24,0,2.41,IC50,'=',6,nM,8.22,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',120,nM,6.92,gFp@DiTt@@@
CHEMBL1085594,N#Cc1ccc(Oc2ccc(F)cc2F)cc1C(F)(F)F,299.2,0,4.65,IC50,'=',60,nM,7.22,gFp@DiTt@@@
CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,302.37,0,3.57,IC50,'=',38800,nM,4.41,gFp@DiTt@@@
CHEMBL178469,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,307.27,0,3.02,IC50,'=',35,nM,7.46,gFp@DiTt@@@
CHEMBL367364,O=C1[C@@H]2C3CCC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,309.29,0,3.24,IC50,'=',127,nM,6.9,gFp@DiTt@@@
CHEMBL2159546,N#Cc1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1,322.33,0,4.65,IC50,'=',1995.26,nM,5.7,gFp@DiTt@@@
CHEMBL63560,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',120.23,nM,6.92,gFp@DiTt@@@
CHEMBL2159565,Fc1ccc(C2=NOC3CCCC23)c(C(F)(F)F)c1,273.23,0,3.75,IC50,'=',1348.96,nM,5.87,gFp@DiTt@@@
CHEMBL507671,N#Cc1ccc(Sc2ccccc2F)cc1C(F)(F)F,297.28,0,4.87,IC50,'=',54,nM,7.27,gFp@DiTt@@@
CHEMBL2159548,O=[N+]([O-])c1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1,342.32,0,4.69,IC50,'=',776.25,nM,6.11,gFp@DiTt@@@
CHEMBL2159568,N#Cc1cccc(C2=NOC3CCCCC23)c1C(F)(F)F,294.28,0,3.87,IC50,'=',79.43,nM,7.1,gFp@DiTt@@@
CHEMBL2159546,N#Cc1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1,322.33,0,4.65,IC50,'=',645.65,nM,6.19,gFp@DiTt@@@
CHEMBL4456765,C[C@](O)(Cn1ccc2c(F)cccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,405.35,0,4.06,IC50,'=',127,nM,6.9,gFp@DiTt@@@
CHEMBL271925,O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c(C(F)(F)F)c1,345.7,0,3.03,IC50,'=',3310,nM,5.48,gFp@DiTt@@@
CHEMBL490955,Cc1ccccc1Oc1ccc(C#N)cc1Cl,243.69,0,4.31,IC50,'=',64,nM,7.19,gFp@DiTt@@@
CHEMBL499137,Cc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,277.24,0,4.68,IC50,'=',535,nM,6.27,gFp@DiTt@@@
CHEMBL462665,CCCCSc1ccc(C#N)c(C(F)(F)F)c1,259.3,0,4.47,IC50,'=',838,nM,6.08,gFp@DiTt@@@
CHEMBL464764,Cc1cccc(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,277.25,0,4.68,IC50,'=',1680,nM,5.78,gFp@DiTt@@@
CHEMBL499137,Cc1ccccc1Oc1ccc(C#N)c(C(F)(F)F)c1,277.24,0,4.68,IC50,'=',92,nM,7.04,gFp@DiTt@@@
CHEMBL480982,CCN(CC)c1ccc(/C=C2\C(=O)ON=C2C)cc1,258.32,0,2.85,IC50,'=',600,nM,6.22,gFp@DiTt@@@
CHEMBL491,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,292.21,0,2.32,IC50,'=',230,nM,6.64,gFp@DiTt@@@
CHEMBL392827,Cc1ccc(-c2ccc(C#N)c(C(F)(F)F)c2)cc1,261.25,0,4.55,IC50,'=',200,nM,6.7,gFp@DiTt@@@
CHEMBL235378,N#Cc1ccc(-c2ccc(O)cc2)cc1C(F)(F)F,263.22,0,3.95,IC50,'=',61.2,nM,7.21,gFp@DiTt@@@
CHEMBL4779527,C[C@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(Cl)c1,322.73,0,1.94,IC50,'=',427,nM,6.37,gFp@DiTt@@@
CHEMBL4465426,CC1(C)NC(=O)N(c2ccc(F)c(C(F)(F)F)c2)C1=O,290.22,0,2.68,IC50,'=',4400,nM,5.36,gFp@DiTt@@@
CHEMBL471644,Cc1cccc(C)c1Oc1ccc(C#N)c(C(F)(F)F)c1,291.27,0,4.99,IC50,'=',10,nM,8,gFp@DiTt@@@
CHEMBL462665,CCCCSc1ccc(C#N)c(C(F)(F)F)c1,259.3,0,4.47,IC50,'=',49,nM,7.31,gFp@DiTt@@@
CHEMBL462664,CCCSc1ccc(C#N)c(C(F)(F)F)c1,245.27,0,4.08,IC50,'=',23,nM,7.64,gFp@DiTt@@@
CHEMBL455566,CCCCSc1ccc(C#N)c(OC)c1,221.32,0,3.46,IC50,'=',66,nM,7.18,gFp@DiTt@@@
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,317.22,0,2.45,IC50,'=',9,nM,8.05,gFp@DiTt@@@
CHEMBL3410850,N#Cc1ccc(N2[C@H]3CC[C@H]2CC(O)C3)cc1C(F)(F)F,296.29,0,3.07,IC50,'=',39.8,nM,7.4,gFp@DiTt@@@
CHEMBL591628,CCOc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O,306.37,0,4.48,IC50,'=',11100,nM,4.96,gFp@DiTt@@@
CHEMBL4436972,C[C@](O)(CN1CCc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,407.37,0,3.47,IC50,'=',39,nM,7.41,gFp@DiTt@@@
CHEMBL4590504,C[C@](O)(Cn1ccc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(Cl)c1,371.8,0,3.7,IC50,'=',99,nM,7,gFp@DiTt@@@
CHEMBL4474118,C[C@](O)(Cn1ccc2cc(F)ccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,371.8,0,3.7,IC50,'=',94,nM,7.03,gFp@DiTt@@@
CHEMBL4448937,CCOC(=O)c1cn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c2ccccc12,459.42,0,4.1,IC50,'=',972,nM,6.01,gFp@DiTt@@@
CHEMBL4456781,C[C@](O)(Cn1ccc2cc(Br)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,466.26,0,4.68,IC50,'=',918,nM,6.04,gFp@DiTt@@@
CHEMBL4474096,C[C@](O)(Cn1ccc2ccc(F)cc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,405.35,0,4.06,IC50,'=',85,nM,7.07,gFp@DiTt@@@
CHEMBL445429,COc1cc(SC(C)C)ccc1C#N,207.3,0,3.07,IC50,'=',10,nM,8,gFp@DiTt@@@
CHEMBL510145,COc1cc(Sc2ccccc2OC)ccc1C#N,271.34,0,3.73,IC50,'=',20,nM,7.7,gFp@DiTt@@@
CHEMBL491493,COc1cc(Oc2ccccc2C)ccc1C#N,239.27,0,3.67,IC50,'=',24,nM,7.62,gFp@DiTt@@@
CHEMBL462022,COc1cc(Sc2c(C)cc(C)cc2C)ccc1C#N,283.4,0,4.64,IC50,'=',39,nM,7.41,gFp@DiTt@@@
CHEMBL453624,N#Cc1ccc(SCC2CCC2)cc1C(F)(F)F,271.31,0,4.47,IC50,'=',63,nM,7.2,gFp@DiTt@@@
CHEMBL491,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,292.21,0,2.32,IC50,'=',67,nM,7.17,gFp@DiTt@@@
CHEMBL501627,N#Cc1ccc(C2CCCCC2O)cc1C(F)(F)F,269.27,0,3.6,IC50,'=',26,nM,7.58,gFp@DiTt@@@
CHEMBL235379,Cc1ccccc1-c1ccc(C#N)c(C(F)(F)F)c1,261.25,0,4.55,IC50,'=',146,nM,6.84,gFp@DiTt@@@
CHEMBL2159548,O=[N+]([O-])c1ccc(C2=NOC3CCCCCCC23)c(C(F)(F)F)c1,342.32,0,4.69,IC50,'=',741.31,nM,6.13,gFp@DiTt@@@
CHEMBL4783581,C[C@](O)(Cn1cc(F)cn1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,356.28,0,2.3,IC50,'=',199,nM,6.7,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',300,nM,6.52,gFp@DiTt@@@
CHEMBL4746345,C[C@](O)(Cn1cc(Br)c(F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,435.18,0,3.06,IC50,'=',84,nM,7.08,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',162,nM,6.79,gFp@DiTt@@@
CHEMBL255157,O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,311.26,0,2.37,IC50,'=',11500,nM,4.94,gFp@DiTt@@@
CHEMBL271924,O=C1[C@@H]2C3CCC(O3)[C@@H]2C(=O)N1c1ccc(Cl)c([N+](=O)[O-])c1,322.7,0,1.92,IC50,'=',1150,nM,5.94,gFp@DiTt@@@
CHEMBL2011369,CCn1c(=O)n(-c2ccc(C#N)c(C(F)(F)F)c2)c2ccccc21,331.3,0,3.7,IC50,'=',293,nM,6.53,gFp@DiTt@@@
CHEMBL2386397,CN(C)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,281.31,0,3.23,IC50,'=',850,nM,6.07,gFp@DiTt@@@
CHEMBL443579,COc1cccc(-c2ccc(C#N)c(C(F)(F)F)c2)c1,277.25,0,4.25,IC50,'=',955,nM,6.02,gFp@DiTt@@@
CHEMBL367364,O=C1[C@@H]2C3CCC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,309.29,0,3.24,IC50,'=',205,nM,6.69,gFp@DiTt@@@
CHEMBL427721,N#Cc1ccc(N2C(=O)[C@@H]3C4CCC(O4)[C@@H]3C2=O)cc1C(F)(F)F,336.27,0,2.24,IC50,'=',2860,nM,5.54,gFp@DiTt@@@
CHEMBL3238283,COC(=O)c1ccc(OC[C@](C)(O)C(=O)N2CCc3c(C#N)cccc32)cc1,380.4,0,2.06,IC50,'=',133.2,nM,6.88,gFp@DiTt@@@
CHEMBL63560,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',850,nM,6.07,gFp@DiTt@@@
CHEMBL4740374,C[C@](O)(Cn1ccc(F)n1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,356.28,0,2.3,IC50,'=',220,nM,6.66,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',940,nM,6.03,gFp@DiTt@@@
CHEMBL182186,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])cc1,284.27,0,1.91,IC50,'=',664,nM,6.18,gFp@DiTt@@@
CHEMBL178469,O=C1[C@@H]2C3C=CC(C3)[C@@H]2C(=O)N1c1cccc(C(F)(F)F)c1,307.27,0,3.02,IC50,'=',744,nM,6.13,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',140,nM,6.85,gFp@DiTt@@@
CHEMBL469982,Cc1ccc(O)c(Oc2ccc(C#N)c(C(F)(F)F)c2)c1,293.24,0,4.38,IC50,'=',127,nM,6.9,gFp@DiTt@@@
CHEMBL471644,Cc1cccc(C)c1Oc1ccc(C#N)c(C(F)(F)F)c1,291.27,0,4.99,IC50,'=',681,nM,6.17,gFp@DiTt@@@
CHEMBL5074003,N#Cc1ccc(S(=O)(=O)Nc2ccc(OCc3ccccc3)cc2)cc1,364.43,0,3.94,IC50,'=',2250,nM,5.65,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',470,nM,6.33,gFp@DiTt@@@
CHEMBL409,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.38,0,2.88,IC50,'=',270,nM,6.57,gFp@DiTt@@@
CHEMBL2386408,NC(=O)c1ccc(-c2cc(=O)c3c(O)cccc3o2)cc1,281.27,0,2.26,IC50,'=',3548.13,nM,5.45,gFp@DiTt@@@
